,stop_suburb,stop_latitude,stop_longitude,stop_id,stop_name,postcode
349,adelaide city (sa),-34.9274826,138.595749,4092,85 Franklin St,
350,coonalpyn (sa),-35.69359,139.855072,4086,BP Roadhouse/North Tce,
351,crafers (sa),-34.997345,138.703918,4580,BP Service Station/Main St,
352,dunolly,-36.85835,143.730789,4039,Bull St/Broadway,3472
353,dimboola,-36.4541054,142.026413,4094,Car Park Rear Toilet Block/Lloyd St,3414
354,horsham,-36.71419,142.200516,4080,Coach Terminal/24 Roberts Ave,3400
355,st arnaud,-36.61529,143.258621,4047,Dundas St/Market St,3478
356,marnoo,-36.6686249,142.873138,4077,Grain Silo/Wimmera Hwy,3387
357,murray bridge (sa),-35.1203537,139.27536,4089,Information Centre/South Tce,
358,nhill,-36.3343468,141.649033,4082,Information Centre/Western Hwy,3418
359,kangaroo flat,-36.794838,144.249,1530,Kangaroo Flat Railway Station,3555
360,kaniva,-36.3790474,141.2407,4083,Kaniva Community Roadhouse/Western Hwy,3419
361,kyneton,-37.2582779,144.4506,1533,Kyneton Railway Station,3444
362,keith (sa),-36.0986252,140.355164,4085,Makin St/Heritage St,
363,murtoa,-36.6201134,142.47023,4079,McDonald St/Marma St,3390
364,st arnaud,-36.62194,143.265274,4076,Mobil Roadhouse/Sunraysia Hwy,3478
365,mount barker (sa),-35.0602722,138.8522,4090,Opposite Cornerstone College/Adelaide Rd,
366,tarnagulla,-36.7722435,143.8333,4075,Poverty St/Commercial Rd,3551
367,tailem bend (sa),-35.2535439,139.452591,4088,Shell Roadhouse/North Tce,
368,crafers (sa),-34.99863,138.701553,4455,South Eastern Fwy,
369,lillimur,-36.3626251,141.131989,4453,Station Rd/Commercial Rd,3420
370,sunbury,-37.57909,144.727325,1187,Sunbury Railway Station,3429
371,bordertown (sa),-36.30847,140.773,4084,Sweetie's Bakery/North Tce,
372,tintinara (sa),-35.88398,140.055786,4087,Tintinara Travel Stop (United Roadhouse)/Dukes Hwy,
373,sydenham,-37.7011261,144.774185,1202,Watergardens Railway Station,3037
374,woodend,-37.3588028,144.5259,1572,Woodend Railway Station,3442
375,pinnaroo (sa),-35.2605629,140.913712,4191,BP Roadhouse/Homburg Tce,
376,echuca,-36.13251,144.727844,4607,Echuca BP/73-85 Murray Valley Hwy,3564
377,echuca,-36.1309853,144.753464,1523,Echuca Railway Station,3564
378,underbool,-35.1698,141.808975,4193,General Store/Mallee Hwy,3509
379,piangil,-35.05422,143.310577,4383,General Store/Murray St,3597
380,geranium (sa),-35.3780136,140.159485,4577,Geranium Tce/Mallee Hwy,
381,sherlock (sa),-35.3186531,139.801315,4567,Hambidge St/Mallee Hwy,
382,jabuk (sa),-35.38105,140.064346,4185,Jabuk Store/Mallee Hwy,
383,nyah,-35.1760445,143.3773,4178,McAlpine Rd/Murray Valley Hwy,3594
384,lake boga,-35.4638176,143.636536,4380,Murray Valley Hwy,3584
385,murrayville,-35.26243,141.183578,4192,Murrayville Hotel/Mallee Hwy,3512
386,gunbower,-35.95629,144.36879,4291,Newsagent/Murray Valley Hwy,3566
387,parilla (sa),-35.2967453,140.66655,4190,Parilla Store/Mallee Hwy,
388,peake (sa),-35.3651047,139.9494,4184,Peake Hotel/Mallee Hwy,
389,cohuna,-35.80907,144.219772,4174,Post Office/King Edward St,3568
390,lameroo (sa),-35.32916,140.517624,4189,Post Office/Railway Tce,
391,geranium (sa),-35.3778839,140.160568,4425,Roadside Stop/Mallee Hwy,
392,manangatang,-35.0550652,142.882339,4179,Robinvale - Sea Lake Rd/Mallee Hwy,3546
393,lake charm,-35.6080132,143.801773,4176,Service Station/Murray Valley Hwy,3581
394,sherlock (sa),-35.3187675,139.801132,4182,Sherlock Store/Mallee Hwy,
395,kyneton,-37.2478027,144.45343,27433,Australia Post/Mollison St,3444
396,clarkefield,-37.4834976,144.745361,1516,Clarkefield Railway Station,3430
397,gisborne,-37.4852676,144.5914,4066,Coles Supermarket/Aitken St,3437
398,eaglehawk,-36.71853,144.248383,1522,Eaglehawk Railway Station,3556
399,epsom,-36.7063446,144.32103,1597,Epsom Railway Station,3551
400,new gisborne,-37.4588242,144.598724,1528,Gisborne Railway Station,3438
401,macedon,-37.4235764,144.5614,1537,Macedon Railway Station,3440
402,malmsbury,-37.189743,144.37532,1538,Malmsbury Railway Station,3446
403,riddells creek,-37.465126,144.679825,1549,Riddells Creek Railway Station,3431
404,toolleen,-36.7208862,144.682755,4483,Axedale Rd/Northern Hwy,3551
405,myola,-36.599102,144.652969,4484,Bendigo-Murchison Rd/Northern Hwy,3551
406,barham (nsw),-35.6298981,144.125916,4337,Border Service Station/Murray St,
407,campbellfield,-37.68699,144.959457,4324,Campbellfield Plaza/Sydney Rd,3061
408,coburg,-37.74149,144.967484,4488,Coburg PS/Bell St,3058
409,elmore,-36.4953079,144.6079,1524,Elmore Railway Station,3558
410,torrumbarry,-36.0289345,144.516571,4334,General Store/Murray Valley Hwy,3562
411,tooborac,-37.0439568,144.7986,4481,General Store/Northern Hwy,3522
412,lancefield,-37.2781143,144.7366,4331,High St/Main Rd,3435
413,heathcote,-36.9274025,144.711853,4482,Jennings St/Northern Hwy,3523
414,pyramid hill,-36.0542068,144.115,4541,Kelly Park/26 Kelly St,3575
415,leitchville,-35.90364,144.301117,4332,King Albert Ave/Leitchville Rd,3567
416,melbourne airport,-37.6741447,144.8504,4597,Melbourne Airport/Grants Rd,3045
417,heathcote,-36.91516,144.701035,4234,Mitchell St/High St,3523
418,pyalong,-37.12183,144.858139,4480,Power St/High St,3521
419,rochester,-36.36227,144.698715,1550,Rochester Railway Station,3561
420,romsey,-37.3500938,144.742813,4338,Romsey Community Hub/Main St,3434
421,lockington,-36.2717438,144.535782,4335,Singer Rd/Lockington Rd,3563
422,koondrook,-35.6435776,144.1312,4336,Thompson St/Main St,3580
423,corio,-38.072834,144.379776,1518,Corio Railway Station,3214
424,waurn ponds,-38.1985359,144.30014,15335,Deakin University/Alfred Deakin Dr,3216
425,geelong,-38.14424,144.355,1527,Geelong Railway Station,3220
426,lara,-38.0224266,144.4144,1534,Lara Railway Station,3212
427,little river,-37.96293,144.498489,1535,Little River Railway Station,3211
428,marshall,-38.19855,144.355057,1539,Marshall Railway Station,3216
429,north geelong,-38.1228371,144.35228,1546,North Geelong Railway Station,3215
430,north shore,-38.0983734,144.365326,1547,North Shore Railway Station,3214
431,south geelong,-38.15866,144.359,1556,South Geelong Railway Station,3220
432,tarneit,-37.83217,144.694717,1599,Tarneit Railway Station,3029
433,waurn ponds,-38.21581,144.306824,1596,Waurn Ponds Railway Station,3216
434,manor lakes,-37.8728828,144.608734,1598,Wyndham Vale Railway Station,3024
435,bellbrae,-38.349556,144.257782,4002,Adiscott Rd/Great Ocean Rd,3228
436,anglesea,-38.4089966,144.186569,4016,Anglesea Motor Inn/Great Ocean Rd,3230
437,aireys inlet,-38.4647369,144.10025,4004,Bambra Rd/Great Ocean Rd,3231
438,nirranda,-38.58486,142.827438,4528,Bay  of Islands,3268
439,jan juc,-38.3385239,144.2861,4005,Bells Bvd/Great Ocean Rd,3228
440,mount duneed,-38.2408333,144.333328,27620,Feehans Rd/Surf Coast Hwy,3216
441,peterborough,-38.60707,142.8772,4027,General Store/Macs St,3270
442,eastern view,-38.47223,144.0439,4010,Golf Links Rd/Great Ocean Rd,3231
443,lavers hill,-38.6806679,143.39122,4029,Great Ocean Rd,3238
444,anglesea,-38.4045067,144.1885,4006,Great Ocean Rd/Camp Rd,3230
445,kennett river,-38.6686172,143.862,4441,Grey River Rd/Hawdon Ave,3221
446,torquay,-38.3226967,144.31813,4011,Grossmans Rd/Surf Coast Hwy,3228
447,marengo,-38.7771225,143.663223,4584,Harrison St/Marengo Crst,3233
448,kennett river,-38.6685638,143.862167,4014,Hawdon Ave/Great Ocean Rd,3221
449,bellbrae,-38.3679428,144.244415,4493,Jarosite Rd/Great Ocean Rd,3228
450,grovedale,-38.20296,144.3393,4540,Jennifer Ct/Pioneer Rd,3216
451,port campbell,-38.6432037,143.071365,4030,Loch Ard Gorge/Great Ocean Rd,3269
452,port campbell,-38.62173,142.9346,4032,London Bridge/Great Ocean Rd,3269
453,lorne,-38.54273,143.976044,14132,Lorne Hotel/Great Ocean Rd,3232
454,lorne,-38.5372429,143.974518,4536,Lorne Visitor Centre/Great Ocean Rd,3232
455,wye river,-38.63532,143.891052,4015,McRae Rd/Great Ocean Rd,3221
456,torquay,-38.30838,144.320053,27849,Merrijig Dr/Surf Coast Hwy,3228
457,geelong,-38.1472244,144.360367,4018,Moorabool St/Malop St,3220
458,jan juc,-38.3388062,144.3059,4595,Ocean View Cres/Great Ocean Rd,3228
459,princetown,-38.69113,143.155487,4034,Old Ocean Rd/Great Ocean Rd,3269
460,apollo bay,-38.74171,143.675385,4009,Pisces Holiday Park/Great Ocean Rd,3233
461,anglesea,-38.42039,144.174911,4008,Point Roadknight/Great Ocean Rd,3230
462,aireys inlet,-38.4587364,144.106979,4003,Post Office/Great Ocean Rd,3231
463,grovedale,-38.2044067,144.340836,4554,Reserve Rd/Torquay Rd,3216
464,belmont,-38.1751976,144.342682,4020,Roslyn Rd/High St,3216
465,bellbrae,-38.3383179,144.26358,4239,School Rd/Great Ocean Rd,3228
466,skenes creek,-38.7250023,143.710129,4021,Skenes Creek Valley Rd/Great Ocean Rd,3233
467,port campbell,-38.6192,142.993774,4028,Surf Club/Tregea St,3269
468,torquay,-38.3287048,144.3171,4022,Torquay Holiday Resort/Surf Coast Hwy,3228
469,princetown,-38.66335,143.105,4033,Twelve Apostles/Great Ocean Rd,3269
470,apollo bay,-38.7545433,143.669067,4599,Visitor Information Centre/Great Ocean Rd,3233
471,grovedale,-38.19777,144.319763,15524,Waurn Ponds SC/Pioneer Rd,3216
472,fairhaven,-38.46811,144.085,4026,Yarringa Rd/Great Ocean Rd,3231
473,hamlyn heights,-38.1201439,144.333633,4605,Calvert St/Ballarat Rd,3215
474,clarendon,-37.6943321,143.9733,4043,Clarendon-Lal Lal Rd/Midland Hwy,3352
475,buninyong,-37.64888,143.884308,4048,Forest St/Warrenheip St,3357
476,elaine,-37.7772369,144.028854,4217,General Store/Midland Hwy,3334
477,meredith,-37.846138,144.076874,4209,Lawler St/Midland Hwy,3333
478,bannockburn,-38.04542,144.172165,4212,McPhillips Rd/High St,3331
479,batesford,-38.08951,144.280334,4220,River St/Midland Hwy,3213
480,gheringhap,-38.0769234,144.2342,4222,Ryan Rd/Midland Hwy,3331
481,golden point (3350),-37.5746155,143.866165,4046,Sovereign Hill/Bradshaw St,
482,dimboola,-36.4538231,142.031677,1604,Dimboola Railway Station,3414
483,lal lal,-37.67541,144.012512,4049,Eaglesons Rd/Clarendon-Lal Lal Rd,3352
484,pimpinio,-36.5849152,142.118271,4106,Fisher St/Western Hwy,3401
485,horsham,-36.7075,142.200562,1595,Horsham Railway Station,3400
486,navigators,-37.60837,143.935425,4035,Navigators Rd,3352
487,nhill,-36.33222,141.653885,1611,Nhill Railway Station,3418
488,warrenheip,-37.5848579,143.917435,4224,Warrenheip Rd/Navigators Rd,3352
489,yendon,-37.6366,143.972321,4225,Yendon Rd/Harbours Rd,3352
490,hawkesdale,-38.106636,142.321991,4112,Austin St/Penhurst-Warrnambool Rd,3287
491,colac,-38.3433762,143.586655,1517,Colac Railway Station,3250
492,woolsthorpe,-38.184433,142.432037,4122,General Store/Warrnambool-Caramut Rd,3276
493,hexham,-37.9958725,142.686386,4121,Hexham-Chatsworth Rd/Hamilton Hwy,3273
494,caramut,-37.9582,142.518845,4118,Post Office/Hamilton Hwy,3274
495,noorat,-38.1923065,142.9276,4124,Post Office/Terang-Mortlake Rd,3265
496,warrnambool,-38.3864174,142.540161,4102,Sherwood Park Bus Stop/Aitken Dr,3280
497,tarrington,-37.76607,142.0944,4119,Tarrington Lutheran School/Hamilton Hwy,3301
498,koroit,-38.2912178,142.362534,4578,Village Green/North Rd,3282
499,barmah,-36.0172539,144.957809,4343,Barmah Hotel/Maloney St,3639
500,stanhope,-36.4457169,144.98259,4399,Birdwood Ave/Brundenell St,3623
501,merrigum,-36.37185,145.132034,4519,Caltex Service Station/Waverley Ave,3618
502,colbinabbin,-36.590374,144.796173,25631,Colbinabbin General Store/Mitchell St,3559
503,bunbartha,-36.2201729,145.3443,22236,General Store/Barmah - Shepparton Rd,3634
504,rushworth,-36.5856667,145.014725,4120,High St/Moora Rd,3612
505,kaarimba,-36.15013,145.295029,4436,Kaarimba Rd/Barmah - Shepparton Rd,3635
506,picola,-35.99893,145.110962,4544,Milk Bar/Echuca - Nathalia Rd,3639
507,girgarre,-36.39707,144.980865,4341,Milk Bar/Station St,3624
508,nathalia,-36.0585327,145.203949,22229,Nathalia Hotel/Blake St,3638
509,rushworth,-36.5854645,145.0149,4342,School St/Moora Rd,3612
510,kyabram,-36.3143768,145.047684,4293,Transit Centre/Union St,3619
511,zeerust,-36.2758636,145.367569,4430,Zeerust Rd/Barmah - Shepparton Rd,3634
512,corop,-36.45783,144.7971,4492,BP Service Station/1929 Midland Hwy,3559
513,flora hill,-36.78286,144.288773,4397,La Trobe University/Retreat Rd,3550
514,flora hill,-36.77972,144.298615,4396,La Trobe University/Sharon St,3550
515,lyonville,-37.38663,144.261536,4318,Main St/Daylesford-Trentham Rd,3461
516,musk,-37.371994,144.193054,4303,Opposite Station/Daylesford-Trentham Rd,3461
517,bullarto,-37.39438,144.221588,4534,Service Station/Daylesford-Trentham Rd,3461
518,trentham,-37.389576,144.3229,4305,Trentham Milk Bar/Market St,3458
519,tylden,-37.3261871,144.407455,4535,Tylden Produce Store/Tylden-Woodend Rd,3444
520,deniliquin (nsw),-35.5287361,144.9615,4329,344 Whitelock St,
521,echuca,-36.1447449,144.73024,4196,Caltex Roadhouse/Northern Hwy,3564
522,mathoura (nsw),-35.8128853,144.90271,4323,Caltex Service Station/Cobb Hwy,
523,moama (nsw),-36.11429,144.7561,4307,Murray River Council/Cobb Hwy,
524,mathoura (nsw),-35.8128662,144.902939,4572,Opposite Caltex/Cobb Hwy,
525,echuca,-36.145916,144.730484,4326,Sun River Home Park/Northern Hwy,3564
526,yambuk,-38.31635,142.067245,4157,Annesley St,3285
527,birregurra,-38.3361931,143.783432,4151,Austin St/Warncoort-Birregurra Rd,3242
528,birregurra,-38.3288078,143.783615,1510,Birregurra Railway Station,3242
529,dartmoor,-37.9222336,141.276886,4162,General Store/Greenham St,3304
530,portland,-38.34603,141.602737,4160,Henty Street Bus Interchange/Henty St,3305
531,heywood,-38.1329536,141.629791,4161,Lindsay St/Princes Hwy,3304
532,narrawong,-38.2541466,141.704285,4159,Narrawong Store/Princes Hwy,3285
533,warrnambool,-38.3863945,142.538879,1575,Sherwood Park Railway Station,3280
534,koroit,-38.2916527,142.362518,4155,Spring St/Commercial Rd,3282
535,winchelsea,-38.24013,143.984131,1570,Winchelsea Railway Station,3241
536,woomargama (nsw),-35.83299,147.247925,4057,BP Service Station/Hume Hwy,
537,yass (nsw),-34.84362,148.91362,4545,Bus Interchange/Lead St,
538,tarcutta (nsw),-35.27748,147.7361,4059,Caltex Service Station/Sydney St,
539,holbrook (nsw),-35.7235947,147.314163,4565,Hume St/Albury St,
540,murrumbateman (nsw),-34.96918,149.030609,4566,Jones Park Rest Area/Barton Hwy,
541,murrumbateman (nsw),-34.96854,149.030426,4062,Murrumbateman Hotel/Barton Hwy,
542,tarcutta (nsw),-35.2767029,147.737549,4561,Paddy Osborne Park/Sydney St,
543,gundagai (nsw),-35.0629,148.101685,4060,Tourist Information Centre/249 Sheridan St,
544,holbrook (nsw),-35.7234344,147.314011,4058,Westpac Bank/Albury St,
545,bealiba,-36.78821,143.550888,4044,Corner Store/Main St,3475
546,emu,-36.73106,143.441086,4301,Dunolly Rd,3475
547,newbridge,-36.7400436,143.899551,30024,Newbridge General Store/Wimmera Hwy,3551
548,donald,-36.3706665,142.982666,4211,Post Office/Sunraysia Hwy,3480
549,carisbrook,-37.0490532,143.81308,4523,Carisbrook General Store/Green St,3464
550,strangways,-37.1334648,144.076675,4260,Daylesford - Newstead Rd/Newstead - Guildford Rd,3461
551,castlemaine,-37.07219,144.207947,17615,Elizabeth St/Johnstone St,3450
552,maryborough,-37.04705,143.736115,4205,Havelock St/Clarendon St,3465
553,maryborough,-37.0525665,143.736069,23412,Highview Christian College/Kars St,3465
554,moolort,-37.07958,143.931137,4316,Locks Lane/Pyrenees Hwy,3465
555,maryborough,-37.05091,143.7424,1592,Maryborough Railway Station,3465
556,maryborough,-37.04843,143.75174,4466,Sutton Rd,3465
557,annuello,-34.8539925,142.833282,4382,Annuello turn off/Robinvale - Sea Lake Rd,3549
558,bannerton,-34.7011032,142.793777,4381,Fitzgerald Rd/Robinvale - Sea Lake Rd,3549
559,tongala,-36.2499428,144.948273,4095,Mangan St/Henderson Rd,3621
560,burramine,-35.995388,145.878647,4302,Tungamah Rd/Murray Valley Hwy,3730
561,avoca,-37.0890236,143.473877,4042,Avoca Post Office/Sunraysia Hwy,3467
562,hattah,-34.76153,142.279312,4204,BP Store/Calder Hwy,3501
563,clunes,-37.29412,143.787125,4200,Butcher Shop/Service St,3370
564,ouyen,-35.06939,142.318756,4040,Caltex Station/Calder Hwy,3490
565,clunes,-37.3031425,143.78157,4585,Clunes Station/Ballarat Maryborough Rd,3370
566,creswick north,-37.41007,143.889374,4602,Clunes-Creswick,3363
567,irymple,-34.23628,142.17189,4203,Hassell St/Calder Hwy,3498
568,maryborough,-37.0384369,143.7413,4207,Holyrood St/Park Rd,3465
569,watchem,-36.1475868,142.8591,4206,Hotel/Sunraysia Hwy,3482
570,birchip,-35.981266,142.917923,4202,Memorial Park/Cumming Ave,3483
571,maryborough,-37.05401,143.729538,4213,Napier St/Derby St,3465
572,red cliffs,-34.30723,142.187576,4208,Post Office/Indi Ave,3496
573,talbot,-37.1722374,143.705582,30977,Talbot Station/Railway St,3371
574,talbot,-37.17027,143.7021,4223,Talbot Town Hall/Ballarat St,3371
575,woomelang,-35.68247,142.664429,4218,Woomelang Station/Sunraysia Hwy,3485
576,durham ox,-36.1257248,143.920792,4379,Boort - Pyramid Rd/Loddon Valley Hwy,3576
577,dingee,-36.36898,144.231964,1519,Dingee Railway Station,3571
578,mitiamo,-36.2115746,144.231857,4063,Glossop St/Bendigo - Pyramid Rd,3573
579,serpentine,-36.41041,143.974274,4375,Hunter St/Loddon Valley Hwy,3517
580,raywood,-36.5358963,144.206329,4376,Inglewood St/Bendigo - Pyramid Rd,3570
581,bears lagoon,-36.3318748,143.974564,4500,Loddon Valley Hwy,3517
582,sebastian,-36.5945854,144.199463,4172,Pierce Rd/Bendigo - Pyramid Rd,3556
583,pyramid hill,-36.053112,144.113129,1548,Pyramid Railway Station,3575
584,eaglehawk,-36.7193222,144.2546,4201,Victoria St/High St,3556
585,berriwillock,-35.63825,142.998978,4308,Caltex Service Station/Calder Hwy,3531
586,culgoa,-35.7179832,143.1081,4312,Garage/Main St,3530
587,glenloth,-36.1390877,143.286987,4311,Glenloth Rd/Calder Hwy,3527
588,inglewood,-36.574852,143.8678,4365,Houston St/Calder Hwy,3517
589,wedderburn,-36.4185028,143.612961,4093,Jacka Park/Chapel St,3518
590,maiden gully,-36.7424622,144.211,4362,Maiden Gully Rd/Calder Hwy,3551
591,marong,-36.7355042,144.13205,4363,Marong General Store/Calder Hwy,3515
592,sea lake,-35.50427,142.849808,4309,Newsagency/Best St,3533
593,nullawil,-35.85312,143.177109,4313,Nullawil - Birchip Rd/Calder Hwy,3529
594,bridgewater,-36.6016731,143.941345,4364,Park St/Calder Hwy,3516
595,wycheproof,-36.07694,143.225769,4314,Post Office/Calder Hwy,3527
596,teddywaddy,-36.19552,143.340088,4315,Teddywaddy Rd/Calder Hwy,3525
597,charlton,-36.2683563,143.350876,4310,Travellers Rest/John Curtin Dr,3525
598,berwick,-38.04041,145.345718,1021,Berwick Railway Station,3806
599,nilma,-38.17035,145.96788,4479,Bloomfield Rd/Queen St,3821
600,morwell,-38.23441,146.4328,19768,Bridle Rd/Princes Dr,3840
601,bunyip,-38.09956,145.721542,30088,Bunyip Railway Station/Nar Nar Goon-Longwarry Rd,3815
602,morwell,-38.23558,146.428879,4495,Centre Valley Rd/Princes Dr,3840
603,newborough,-38.18671,146.283569,32145,John Field Dr/Narracan Dr (north side),3825
604,traralgon,-38.2189178,146.4703,4450,Latrobe Regional Hospital,3844
605,morwell,-38.2368469,146.4313,4377,Mid Valley Shopping Centre/Mid Valley Dr,3840
606,yallourn,-38.1760674,146.307816,4546,Newborough TAFE/Monash Rd,3825
607,darnum,-38.18706,146.001434,4359,Princes Fwy,3822
608,warragul,-38.16388,145.931335,4478,Warragul Station/Queen St,3820
609,burrumbeet,-37.490036,143.672348,25320,Lake Burrumbeet Caravan Park/Remembrance Dr,3352
610,cardigan village,-37.51471,143.705444,25323,Windermere Way/Madden Rd,3352
611,dadswells bridge,-36.9178162,142.513824,4398,Dadswells Bridge Motel/Western Hwy,3385
612,kiata,-36.3628235,141.7943,4300,Western Hwy,3418
613,barraport,-36.0090141,143.669189,4370,Barraport East Rd/Boort - Quambatook Rd,3537
614,borung,-36.291832,143.750839,28831,Boort-Wederburn Rd,3518
615,mysia,-36.2299538,143.755341,4372,CFA/Boort-Wedderburn Rd,3518
616,boort,-36.11661,143.727112,4371,Information Centre/Godfrey St,3537
617,korong vale,-36.3555374,143.706375,29073,Korong Vale Senior Citizens/Allen St,3520
618,lalbert,-35.6707764,143.375336,4368,McGregor's Garage/Donald - Swan Hill Rd,3542
619,quambatook,-35.8508148,143.520844,4369,Monica St/Guthrie St,3540
620,raywood,-36.5319557,144.201157,1617,Raywood Railway Station,3570
621,gredgwin,-35.96959,143.61882,4394,Township/Boort - Quambatook Rd,3537
622,goornong,-36.61523,144.505066,4542,Goornong Newsagency/Midland Hwy,3557
623,goornong,-36.61518,144.503479,1616,Goornong Railway Station,3557
624,huntly,-36.6658478,144.369827,1618,Huntly Railway Station,3551
625,bright,-36.72835,146.960434,4517,Alpine Hotel/Anderson St,3741
626,porepunkah,-36.7001534,146.911423,4516,Bailey St/Nicholson St,3740
627,oxley,-36.44326,146.383713,25940,Ely St/Snow Rd,3678
628,everton,-36.4328079,146.540924,4429,Everton General Store/Great Alpine Rd,3678
629,mount beauty,-36.7379837,147.161,4518,Falls Creek Coaches/233 Kiewa Valley Hwy,3699
630,beechworth,-36.3591461,146.6868,4514,Ford St/Camp St,3747
631,milawa,-36.44948,146.431717,25946,Milawa-Bobinawarrah Rd/Snow Rd,3678
632,myrtleford,-36.5612869,146.724976,4515,Post Office/Myrtle St,3736
633,lancaster,-36.31478,145.131943,25887,Weller Rd/Byrneside-Kyabram Rd,3620
634,alexandra,-37.1909637,145.709076,26124,Perkiins St/Grant St,3714
635,trawool,-37.09338,145.20462,28302,Upper Goulburn Rd/Goulburn Valley Hwy,3660
636,clunes,-37.3031425,143.78157,1591,Clunes Railway Station,3370
637,talbot,-37.1729,143.705627,1594,Talbot Railway Station,3371
638,paynesville,-37.9190979,147.725067,4531,Raymond Island Ferry Terminal/Devon Rd,3880
